epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_mIoU,val_Dice,val_loss,val_mIoU
,0.001,0,,,,,,
0,,9,,0.5573427677154541,,,,
0,,19,,0.5391684174537659,,,,
0,,29,,0.41501933336257935,,,,
0,,39,,0.3879643380641937,,,,
0,,49,,0.36394986510276794,,,,
0,,59,,0.36055341362953186,,,,
0,,69,,0.4213971495628357,,,,
0,,79,,0.3121134638786316,,,,
0,,89,,0.3318805396556854,,,,
0,,99,,0.3440280854701996,,,,
0,,109,,0.34395429491996765,,,,
0,,119,,0.34148064255714417,,,,
0,,129,,0.46797457337379456,,,,
0,,139,,0.411258339881897,,,,
0,,149,,0.3312090039253235,,,,
0,,159,,0.30567634105682373,,,,
0,,169,,0.312641441822052,,,,
0,,179,,0.39690572023391724,,,,
0,,183,,,,0.7727550864219666,0.3746868968009949,0.6555546522140503
0,,183,0.39798703789711,,0.6428207159042358,,,
,0.001,184,,,,,,
1,,189,,0.3961779475212097,,,,
1,,199,,0.3193945586681366,,,,
1,,209,,0.21714335680007935,,,,
1,,219,,0.37084028124809265,,,,
1,,229,,0.2738204300403595,,,,
1,,239,,0.35110458731651306,,,,
1,,249,,0.29145878553390503,,,,
1,,259,,0.26813820004463196,,,,
1,,269,,0.22630202770233154,,,,
