epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_mIoU,val_Dice,val_loss,val_mIoU
,0.001,0,,,,,,
0,,9,,0.538190484046936,,,,
0,,19,,0.48738163709640503,,,,
0,,29,,0.44468680024147034,,,,
0,,39,,0.36576616764068604,,,,
0,,49,,0.3908962607383728,,,,
0,,59,,0.3826243579387665,,,,
0,,69,,0.42628103494644165,,,,
0,,79,,0.35972145199775696,,,,
0,,89,,0.3471497893333435,,,,
0,,99,,0.33684420585632324,,,,
0,,109,,0.2934409976005554,,,,
0,,119,,0.3416147232055664,,,,
0,,129,,0.4533405900001526,,,,
0,,139,,0.41278892755508423,,,,
0,,149,,0.31278201937675476,,,,
0,,159,,0.2729904353618622,,,,
0,,169,,0.3042423129081726,,,,
0,,179,,0.4156111180782318,,,,
0,,183,,,,0.8149773478507996,0.2993670701980591,0.7084725499153137
0,,183,0.39210689067840576,,0.6461701393127441,,,
,0.001,184,,,,,,
1,,189,,0.3859195113182068,,,,
1,,199,,0.32999011874198914,,,,
1,,209,,0.2315947264432907,,,,
1,,219,,0.32932916283607483,,,,
1,,229,,0.26964086294174194,,,,
1,,239,,0.3719156086444855,,,,
1,,249,,0.31278443336486816,,,,
1,,259,,0.27169269323349,,,,
1,,269,,0.24437221884727478,,,,
1,,279,,0.32651832699775696,,,,
1,,289,,0.3213123083114624,,,,
1,,299,,0.29522424936294556,,,,
1,,309,,0.3390634059906006,,,,
1,,319,,0.24396242201328278,,,,
1,,329,,0.29565849900245667,,,,
1,,339,,0.23431551456451416,,,,
1,,349,,0.32366904616355896,,,,
1,,359,,0.2546616792678833,,,,
1,,367,,,,0.828301191329956,0.26064571738243103,0.7278790473937988
1,,367,0.29850929975509644,,0.7042909264564514,,,
,0.001,368,,,,,,
2,,369,,0.22288763523101807,,,,
2,,379,,0.1915038526058197,,,,
2,,389,,0.2463802695274353,,,,
2,,399,,0.2436915636062622,,,,
2,,409,,0.24094818532466888,,,,
2,,419,,0.32760652899742126,,,,
2,,429,,0.26576724648475647,,,,
